,dataset,sample,celltype,subsample,f1,recall,precision
0,cytof_data_tmp,T,not annotated,50000,0.9977456244620241,0.9976229508196721,0.9978683282774453
1,cytof_data_tmp,T,T cell,50000,0.998507949829813,0.9981821571734875,0.9988339552238806
2,cytof_data_tmp,T,NK cell,50000,0.9908212560386473,0.989387361312108,0.99225931301403
3,cytof_data_tmp,U,not annotated,50000,0.9989261870302069,0.9984134391040598,0.999439461883408
4,cytof_data_tmp,U,T cell,50000,0.999400838825644,0.9995131268491817,0.9992885760287565
5,cytof_data_tmp,U,NK cell,50000,0.9938420348058903,0.9930444087747459,0.9946409431939979
6,cytof_data_tmp,B,not annotated,50000,0.9984519050809861,0.9983826995055681,0.9985211202514096
7,cytof_data_tmp,B,T cell,50000,0.9990122107563943,0.9992012107962667,0.9988232822021433
8,cytof_data_tmp,B,NK cell,50000,0.996498139636682,0.9956265033894599,0.9973713033953998
9,cytof_data_tmp,A,not annotated,50000,0.997665464026923,0.9971515151515151,0.9981799429715464
10,cytof_data_tmp,A,T cell,50000,0.9987793909803417,0.99906821321852,0.998490735686073
11,cytof_data_tmp,A,NK cell,50000,0.9968387776606955,0.9949516196886832,0.9987331081081081
12,cytof_data_tmp,H,not annotated,50000,0.9987183221672008,0.9985438024231128,0.998892902925067
13,cytof_data_tmp,H,T cell,50000,0.9993691957245486,0.999579375372428,0.9991591044462352
14,cytof_data_tmp,H,NK cell,50000,0.9982564221783099,0.9979084359749012,0.9986046511627907
15,cytof_data_tmp,C,not annotated,50000,0.9987895617501512,0.9987184507493503,0.9988606828781998
16,cytof_data_tmp,C,T cell,50000,0.998572975100876,0.9989170563622939,0.9982291307983668
17,cytof_data_tmp,C,NK cell,50000,0.9927513394264103,0.9880803011292346,0.9974667511082964
18,cytof_data_tmp,O,not annotated,50000,0.9987817216956781,0.9983900264200792,0.9991737244370997
19,cytof_data_tmp,O,T cell,50000,0.9986296138206815,0.9989662456739629,0.998293208767517
20,cytof_data_tmp,O,NK cell,50000,0.9961642278732774,0.9940459313864474,0.9982915717539863
21,cytof_data_tmp,J,not annotated,50000,0.9985052316890882,0.9984403431245126,0.998570128688418
22,cytof_data_tmp,J,T cell,50000,0.9990779794016674,0.9992151938471198,0.9989408026362245
23,cytof_data_tmp,J,NK cell,50000,0.9888111888111888,0.9860529986052998,0.9915848527349228
