,x_coordinate,y_coordinate
0,-4.9757413731076916e-05,0.8573618904883903
1,-4.998310507171645e-05,0.35294871779501685
2,-4.995815047252807e-05,0.09347497180514178
3,-4.991681020940927e-05,4.288751219242129e-05
4,-4.936759260295225e-05,-4.582006542349555e-05
5,-4.914130749553558e-05,-4.946722664391181e-05
6,-1.4219430661916211e-05,-4.96549290597883e-05
7,4.4850348253099216e-05,-4.9676858135490046e-05
8,0.2631112428179806,-4.985546134989054e-05
9,0.6265162290837537,-4.994473280754351e-05
10,1.049494659629034,-4.998040683482223e-05
11,2.636976229002253,-4.998842647973927e-05
12,3.0647664934455716,-4.996918667796202e-05
13,3.5460005752693484,-4.976955265146723e-05
14,4.783727645637163,-4.7481312850863246e-05
15,4.7874436689901065,0.038218776037147115
16,4.754550238999686,0.25822276596939886
17,4.460174684931363,1.2742823385147466
18,3.9663378443329464,1.829582461460363
19,3.6341175072651124,1.9806196284214386
20,3.1931523390928587,2.1782847351860193
21,2.298098706902419,2.4779302485631973
22,1.681805573411649,2.5155385605516782
23,0.32571766375092304,2.3144210798571696
24,-4.9015404944926763e-05,2.1826913651514475
