,x_coordinate,y_coordinate
0,5.745012272738043,2.9760159484152306
1,4.641657606288777,3.6916139495868583
2,3.191012173845162,3.113476625207918
3,0.07673476036592909,1.4003528298935937
4,0.0010453674668339718,0.11311869587349774
5,0.000928415263951523,0.0578724937429708
6,0.0035495390630883796,0.01929712716637837
7,0.0507616990600316,0.004651086344289842
8,0.08847552404274056,0.0015558620106793735
9,0.7978615408826661,0.00821185688111559
10,1.57115473534705,0.05442327701313866
11,2.8926424046702817,0.7514379213238783
12,5.592392006029216,2.429646513334547
