,x_coordinate,y_coordinate
0,5.488190147054619,0.8674634666606893
1,3.008067854850546,3.7012283700599298
2,2.5031517310179243,4.1445253420818355
3,1.4262628648064293,4.033647358564738
4,0.825830961781051,3.7463173917885797
5,0.6805048259259976,3.663509556361719
6,0.3867242849640388,3.449622309208572
7,4.300253530703322e-05,3.151889286793433
8,-5.496098065052024e-07,3.145122654436846
9,-2.56574503441369e-05,3.1364620315859137
10,-4.1571227137763614e-05,3.0757606827497
11,-4.6473529798753635e-05,2.699749998630854
12,-4.865796616790722e-05,1.931424306127231
13,-4.228791179641665e-05,1.0002972811212243
14,1.7693141669207247e-05,0.7876273674340615
15,0.085744437577006,0.49974019226728494
16,0.44586353177013077,-5.186464760063237e-07
17,0.5531326720209626,-2.9778996620843268e-05
18,0.6298243982460953,-4.349415243130249e-05
19,0.6783103120025981,-4.6402203437763225e-05
20,2.009061730086798,-4.958026086574232e-05
21,2.314066130617776,-4.9664816555626376e-05
22,3.7115704224699737,-4.9511638875772266e-05
23,4.499403668307371,-4.9366308263953055e-05
24,4.596581308534439,-4.4670009862773986e-05
25,4.736374897854099,-1.0092432778942174e-05
26,5.14616172563043,0.2971363208140668
