,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.584124,0.657287,0.667701,0.670242,0.661004
recall,0.71936,0.66528,0.61952,0.57984,0.56032
precision,0.491689,0.649485,0.724009,0.79404,0.805798
