,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.243203,0.537268,0.582529,0.605044,0.605844
recall,0.450829,0.444592,0.442734,0.43935,0.438885
precision,0.166516,0.678756,0.851346,0.971391,0.977824
