,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.815376,0.821687,0.814815,0.800246,0.797289
recall,0.72314,0.704545,0.693182,0.672521,0.668388
precision,0.934579,0.985549,0.988218,0.98786,0.987786
