,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.814728,0.796396,0.788869,0.789346,0.788357
recall,0.720041,0.684917,0.673554,0.673554,0.671488
precision,0.938089,0.95122,0.951825,0.953216,0.954479
