,heuristic_time_median,tree_time_median,svm_time_median
lvl2,0.1478389501571655,0.40180194377899164,11.616697192192078
lvl3,0.17986023426055903,0.6333558559417725,20.305107593536377
lvl4,0.32656633853912354,1.2297221422195435,40.50854754447937
