,heuristic_time_mean,tree_time_mean,svm_time_mean
lvl2,0.17689396440982813,0.503601685166359,12.599325567483902
lvl3,0.26398259997367857,0.6814596652984619,19.688812029361724
lvl4,0.3598964810371399,1.2814164928027563,821.2901240076337
