,dataset,sample,celltype,subsample,f1,recall,precision
0,mono_merge_annotated,KR,not annotated,50000,0.9884678320043635,0.9879546221541496,0.9889815753228867
1,mono_merge_annotated,KR,B cell,50000,0.9904113826167645,0.9919454770755886,0.9888820259419395
2,mono_merge_annotated,KR,monocyte,50000,0.9659732922444787,0.9446258161727775,0.9883079348397268
3,mono_merge_annotated,KR,dendritic cell,50000,0.8245033112582781,0.867595818815331,0.7854889589905363
4,mono_merge_annotated,KW,not annotated,50000,0.9740418514727625,0.9933600092785897,0.9554607318161535
5,mono_merge_annotated,KW,B cell,50000,0.9886162904808636,0.9996030958523516,0.9778683750728014
6,mono_merge_annotated,KW,monocyte,50000,0.9768950938944057,0.9713559487730961,0.9824977751409077
7,mono_merge_annotated,KW,dendritic cell,50000,0.7666034155597722,0.8278688524590164,0.7137809187279152
8,mono_merge_annotated,MF,not annotated,50000,0.9695974148377542,0.9948607427055703,0.945585377383266
9,mono_merge_annotated,MF,B cell,50000,0.9964575297173897,0.9962222572013222,0.9966929133858268
10,mono_merge_annotated,MF,monocyte,50000,0.9487162116387778,0.9950262896120506,0.9065251165199378
11,mono_merge_annotated,MF,dendritic cell,50000,0.8005464480874317,0.7009569377990431,0.9331210191082803
