,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.453872,0.600423,0.575177,0.535025,0.528053
recall,0.629209,0.558811,0.49847,0.442501,0.419764
precision,0.354958,0.648731,0.679785,0.676471,0.711638
