,x_coordinate,y_coordinate
0,3055.6389215575828,2273.713658743045
1,3077.6555498765188,2374.1786996642
2,2827.344001012183,2327.2243877495594
3,2774.828899049975,2297.997303211752
4,2838.8601479553236,2273.116483151352
5,2990.9011661150585,2238.595199442233
