,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.427468,0.55131,0.540541,0.542236,0.532701
recall,0.762134,0.441627,0.384784,0.381723,0.368605
precision,0.297035,0.733479,0.908153,0.935691,0.960137
