,mean_f1,mean_precision,mean_recall,level,panel
0,0.8891523125,0.99377,0.8135810625,lvl2,full
1,0.7247334999999999,0.9035909249999999,0.647834475,lvl3,full
2,0.7225266785714286,0.8944784464285714,0.6395306071428571,lvl4,full
3,0.6353755673076923,0.8331367019230769,0.548063875,lvl5,full
4,0.8866549375,0.9851529375000001,0.81546075,lvl2,2h
5,0.655984425,0.7289463749999999,0.667182675,lvl3,2h
6,0.6371451428571427,0.6633438214285714,0.6904286964285714,lvl4,2h
7,0.5377654230769231,0.5508451826923076,0.6063505,lvl5,2h
