,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.541873,0.70829,0.712647,0.669112,0.668164
recall,0.98144,0.88032,0.86464,0.64224,0.5712
precision,0.374253,0.592505,0.606101,0.69833,0.804779
