,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.455441,0.678658,0.629894,0.623681,0.619876
recall,0.839091,0.610407,0.481854,0.465238,0.459554
precision,0.312541,0.764094,0.909241,0.945778,0.951993
