,dataset,sample,celltype,subsample,f1,recall,precision
0,mono_merge_annotated,KR,not annotated,50000,0.999363908974076,0.9992471638846343,0.9994806813460739
1,mono_merge_annotated,KR,B cell,50000,0.998604867462409,0.9978314745972738,0.9993794601303134
2,mono_merge_annotated,KR,classical monocyte,50000,0.9918644971992531,0.9967832730197025,0.9869940278699403
3,mono_merge_annotated,KR,dendritic cell Q4,50000,0.9172932330827068,0.8714285714285714,0.9682539682539683
4,mono_merge_annotated,KR,intermediate monocyte,50000,0.7870370370370371,0.7589285714285714,0.8173076923076923
5,mono_merge_annotated,KR,non-classical monocyte,50000,0.9502762430939227,0.9247311827956989,0.9772727272727273
6,mono_merge_annotated,KR,dendritic cell Q3,50000,0.8591549295774648,0.8243243243243243,0.8970588235294118
7,mono_merge_annotated,KR,dendritic cell Q1,50000,0.9777777777777777,0.9565217391304348,1.0
8,mono_merge_annotated,KW,not annotated,50000,0.9994779885157473,0.9993041057759221,0.9996519317786287
9,mono_merge_annotated,KW,B cell,50000,0.9997022332506202,0.9994046437785274,1.0
10,mono_merge_annotated,KW,classical monocyte,50000,0.9959669079627714,0.9977209157774785,0.9942190564674306
11,mono_merge_annotated,KW,dendritic cell Q4,50000,0.5,0.3333333333333333,1.0
12,mono_merge_annotated,KW,intermediate monocyte,50000,0.823045267489712,0.7874015748031497,0.8620689655172413
13,mono_merge_annotated,KW,non-classical monocyte,50000,0.966740576496674,0.9710467706013363,0.9624724061810155
14,mono_merge_annotated,KW,dendritic cell Q3,50000,0.8753799392097263,0.8571428571428571,0.8944099378881988
15,mono_merge_annotated,KW,dendritic cell Q1,50000,0.9156626506024096,0.8837209302325582,0.95
16,mono_merge_annotated,MF,not annotated,50000,0.9995302699566191,0.9995026525198939,0.9995578889195911
17,mono_merge_annotated,MF,B cell,50000,0.9992123503465659,0.9984259405005509,1.0
18,mono_merge_annotated,MF,classical monocyte,50000,0.9935171444192767,0.9971777986829727,0.9898832684824903
19,mono_merge_annotated,MF,dendritic cell Q4,50000,0.9175257731958764,0.8811881188118812,0.956989247311828
20,mono_merge_annotated,MF,intermediate monocyte,50000,0.8547008547008547,0.8379888268156425,0.872093023255814
21,mono_merge_annotated,MF,non-classical monocyte,50000,0.9720785935884177,0.9791666666666666,0.9650924024640657
22,mono_merge_annotated,MF,dendritic cell Q3,50000,0.8831168831168832,0.821256038647343,0.9550561797752809
23,mono_merge_annotated,MF,dendritic cell Q1,50000,0.9483568075117371,0.9181818181818182,0.9805825242718447
