,x_coordinate,y_coordinate
0,2.092424462434582,0.4967192149483927
1,4.200618920924268,1.120724039665011
2,3.303526854552962,4.4516646641169295
3,3.0455824181660507,5.028823215402117
4,2.60728898698402,5.651439373323064
5,1.9462812734399113,6.238273747182843
6,1.8097543778061012,6.289328545940801
7,1.198836217576265,6.2269320437348865
8,0.7360085309395973,6.153489117423965
9,-2.6950839091509326e-05,6.000773144298586
10,-4.59170779690697e-05,5.926840158994544
11,-4.862163883455085e-05,5.1498331681494856
12,-4.990932190087291e-05,2.943992732061378
13,-4.867831734902696e-05,1.20767886347876
14,-4.077355463309565e-05,1.0118652255849325
15,-3.4245792645022265e-05,0.9971140817228863
16,1.0422828563930665e-05,0.9916607983236403
17,0.16101464465643525,0.7917085340079834
18,0.2209057906703275,0.7300899993488942
19,0.760731838418866,0.2209117837555347
20,0.7995577547089241,0.2252125119479258
