,x_coordinate,y_coordinate
0,2.8420504613954582,5.932384101230244
1,2.155126464987187,5.1161710407422865
2,2.319998238558139,3.7492263284867025
3,2.3952575899935122,3.403415353786551
4,2.5364740186228216,3.006748855490089
5,3.2600112664482275,1.4946006528550122
6,3.5140048873510765,1.0123685652691083
7,3.71236935809857,0.8755481511395954
8,4.027033035195796,0.8647216902501692
9,4.371085792210155,0.8854213423856068
10,5.040431401631673,1.3463263769852873
11,4.967051488585628,5.615239003870619
12,4.769465209802042,6.195947703468391
13,4.544587647920701,6.3017704011518445
14,3.4433147175475316,6.31670795297449
