,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.801298,0.812137,0.801998,0.798174,0.792262
recall,0.791033,0.728583,0.706966,0.69976,0.688551
precision,0.811832,0.917339,0.926548,0.928799,0.932755
