,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.799213,0.817743,0.812892,0.80651,0.788991
recall,0.81265,0.745396,0.726982,0.714171,0.688551
precision,0.786212,0.905642,0.921827,0.926272,0.923738
