,dataset,sample,celltype,subsample,f1,recall,precision
0,HIV_data_annotated,NL01,T cell,0,0.9989607047411659,0.9981350532286891,0.9997877233327437
1,HIV_data_annotated,NL01,NK cell,0,0.9986216772576748,0.9989256553502364,0.9983178841129523
2,HIV_data_annotated,NL01,Monocyte,0,0.997449953803511,0.9981016247133946,0.9967991333037869
3,HIV_data_annotated,NL01,B cell,0,0.9834638816362054,0.9980128063590197,0.9693330473943813
4,HIV_data_annotated,NL01,not annotated,0,0.7653208363374189,0.9323671497584541,0.6490369917456436
5,HIV_data_annotated,NL01,Dendritic cell,0,0.6578138935685264,0.9960984393757503,0.49104897174138185
6,HIV_data_annotated,NL03,T cell,0,0.9988769913815617,0.9983750660741205,0.9993794216209507
7,HIV_data_annotated,NL03,NK cell,0,0.9973987465462633,0.9992168512017283,0.9955872460648459
8,HIV_data_annotated,NL03,Monocyte,0,0.9942852141950729,0.9965790073858354,0.9920019558535904
9,HIV_data_annotated,NL03,B cell,0,0.9922638256487335,0.9858573436401967,0.9987541158672244
10,HIV_data_annotated,NL03,not annotated,0,0.8222797221843934,0.817492553479556,0.8271232876712329
11,HIV_data_annotated,NL03,Dendritic cell,0,0.9547886777820861,0.9735884864779377,0.9367011564211808
12,HIV_data_annotated,NL05,T cell,0,0.9935275355434157,0.9884504534157035,0.9986570428509914
13,HIV_data_annotated,NL05,NK cell,0,0.9886242946166937,0.9804070859347241,0.996980411386688
14,HIV_data_annotated,NL05,Monocyte,0,0.9824548107165864,0.989028595843379,0.9759678366535665
15,HIV_data_annotated,NL05,B cell,0,0.9917958553087208,0.9959343069598245,0.9876916547296939
16,HIV_data_annotated,NL05,not annotated,0,0.5611264735846311,0.8027274620029149,0.431312227318492
17,HIV_data_annotated,NL05,Dendritic cell,0,0.9254907381808128,0.9433563477525715,0.908289241622575
18,HIV_data_annotated,NL07,T cell,0,0.9996105137677482,0.9996223119231404,0.9995987158908507
19,HIV_data_annotated,NL07,NK cell,0,0.9993411082559135,0.9988804004214963,0.9998022412656559
20,HIV_data_annotated,NL07,Monocyte,0,0.9849473156046162,0.970615243342516,0.9997089850854857
21,HIV_data_annotated,NL07,B cell,0,0.996005326231691,0.9953426480372588,0.9966688874083944
22,HIV_data_annotated,NL07,not annotated,0,0.6571428571428573,0.5609756097560976,0.7931034482758621
23,HIV_data_annotated,NL07,Dendritic cell,0,0.9488031914893617,0.9200515796260477,0.9794097460535347
24,HIV_data_annotated,NL09,T cell,0,0.9940981853423788,0.9882787582394217,0.9999865531754676
25,HIV_data_annotated,NL09,NK cell,0,0.9973223480947476,0.9951793721973095,0.9994745730906361
26,HIV_data_annotated,NL09,Monocyte,0,0.9942759736171779,0.9949794525858727,0.9935734887052128
27,HIV_data_annotated,NL09,B cell,0,0.9883327060594657,0.9791200596569725,0.9977203647416414
28,HIV_data_annotated,NL09,not annotated,0,0.23436123348017618,0.1368312757201646,0.8159509202453987
29,HIV_data_annotated,NL09,Dendritic cell,0,0.952914577803991,0.9742713567839196,0.9324740284724894
