,dataset,sample,celltype,subsample,f1,recall,precision
0,cytof_data_tmp,T,not annotated,0,0.9948780276065631,0.9954632093078665,0.9942935334976029
1,cytof_data_tmp,T,T cell,0,0.9962780196381967,0.9957771732755395,0.9967793700760985
2,cytof_data_tmp,T,NK cell,0,0.9791336002912268,0.974889088642097,0.9834152334152334
3,cytof_data_tmp,U,not annotated,0,0.9970784702341627,0.9972834466454237,0.9968735780651411
4,cytof_data_tmp,U,T cell,0,0.9985233139198336,0.998452542673203,0.9985940951998393
5,cytof_data_tmp,U,NK cell,0,0.9869120999746686,0.9828456104944501,0.9910123791758522
6,cytof_data_tmp,B,not annotated,0,0.9948439292737458,0.9957014425857605,0.9939878916979651
7,cytof_data_tmp,B,T cell,0,0.997074271666658,0.9969481258859343,0.9972004493743624
8,cytof_data_tmp,B,NK cell,0,0.9900111577493226,0.9875712203524579,0.9924631814429146
9,cytof_data_tmp,A,not annotated,0,0.9893423822995275,0.9918900882079852,0.9868077306121271
10,cytof_data_tmp,A,T cell,0,0.9958578857141771,0.9954620320814932,0.9962540543009852
11,cytof_data_tmp,A,NK cell,0,0.9858488240224841,0.9821200510855683,0.9896060186101762
12,cytof_data_tmp,H,not annotated,0,0.9948496694666248,0.9954908013915442,0.9942093628342822
13,cytof_data_tmp,H,T cell,0,0.9976700465519516,0.997451509191761,0.9978886796943298
14,cytof_data_tmp,H,NK cell,0,0.9914310743011866,0.9893825001986808,0.993488149389514
15,cytof_data_tmp,C,not annotated,0,0.9975433878887552,0.9978105282983332,0.997276390482073
16,cytof_data_tmp,C,T cell,0,0.997304737727078,0.9971567964925582,0.9974527228661402
17,cytof_data_tmp,C,NK cell,0,0.9802052785923755,0.9737800436999272,0.9867158671586715
18,cytof_data_tmp,O,not annotated,0,0.9959711104557397,0.9966438229301723,0.9952993055007497
19,cytof_data_tmp,O,T cell,0,0.9966441839820492,0.9964313100143544,0.9968571489244229
20,cytof_data_tmp,O,NK cell,0,0.9874218729738842,0.9838751356659259,0.990994273815721
21,cytof_data_tmp,J,not annotated,0,0.9965909672258472,0.9970964319615836,0.9960860147076597
22,cytof_data_tmp,J,T cell,0,0.9976273211446072,0.9974217156316376,0.997833011440858
23,cytof_data_tmp,J,NK cell,0,0.978954253395406,0.972184013449488,0.985819449825649
