,x_coordinate,y_coordinate
0,0.0010562947524300733,0.41991599328007934
1,8.989681087313365e-05,0.23175963144977957
2,0.0003775669209747461,0.05950152367734553
3,0.0031672507602837955,0.034800311019482694
4,0.012364232022661488,0.0091807826673493
5,0.6575519611392032,0.008213640273146642
6,1.45085694752326,0.01441470965952269
7,1.921248354793622,0.02250131905406103
8,2.5606229112977323,0.37579492128178366
9,2.62966207440575,0.6142640157314265
10,2.5450449077708943,0.6249341270046209
11,1.084136731209928,0.6542778257252146
12,0.0046245972318663875,0.6651209835664114
