,x_coordinate,y_coordinate
0,2.0283477625226833,1.0985856621443193
1,3.4129806194072696,3.828658487661048
2,3.196996730854438,6.352586210766526
3,2.751711510788727,6.551064163550513
4,2.3294667069926014,6.507277825204178
5,1.1982769409344138,5.594742363978926
6,0.5704702957902907,4.672829800507219
7,0.33701666317756335,4.248542671198872
8,0.18314031906587225,3.637539585864105
9,0.06255952427946988,3.091076400796346
10,0.04320273961896521,2.7726338147774796
11,0.05627152314831047,2.3026275695381577
12,0.641208323561392,0.6931889075483023
