,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.816765,0.8,0.805337,0.798289,0.796818
recall,0.785124,0.700413,0.68595,0.674587,0.672521
precision,0.851064,0.9326,0.975037,0.977545,0.977477
