,x_coordinate,y_coordinate
0,4.944287982337983,4.550896812402714e-05
1,4.9511548212086085,0.17756478030624995
2,4.911233241137838,0.5075392460077586
3,4.854342439274407,0.5367135259588705
4,4.531673717715903,0.6952726514678753
5,4.455919026085659,0.7318512652643114
6,4.394378357510358,0.7533997843859881
7,4.165647319292063,0.8083739558983033
8,3.8251259805808315,0.7667411373549914
9,3.79747433275325,0.7593506758914299
10,3.36762798307204,0.5591302204140011
11,3.315169988528171,0.43699912703306626
12,3.311020105282626,-1.0392483747414948e-05
13,3.3217422814431186,-3.104679427887143e-05
14,3.3589724892642367,-3.560203413514214e-05
15,3.5182439537933465,-4.5752561162839644e-05
16,3.596156381880491,-4.924284686955592e-05
17,4.474499767358193,-4.984638707145993e-05
18,4.718867929847138,-4.8915023962328576e-05
19,4.89980878004261,-4.01385277190961e-05
20,4.932483752730099,-3.185155495770813e-05
21,4.935512780336932,-1.5546779672836174e-05
22,4.942114665767213,2.5240188075373704e-05
