,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.72431,0.768104,0.768529,0.730034,0.711852
recall,0.78944,0.73824,0.72832,0.65376,0.62176
precision,0.669108,0.800486,0.813438,0.826456,0.832476
