,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.510139,0.739291,0.715964,0.675232,0.676322
recall,0.902466,0.783632,0.580717,0.530269,0.523543
precision,0.355565,0.6997,0.933333,0.929273,0.95501
