,dataset,sample,celltype,subsample,f1,recall,precision
0,mono_merge_annotated,KR,not annotated,50000,0.999363908974076,0.9992471638846343,0.9994806813460739
1,mono_merge_annotated,KR,B cell,50000,0.998604867462409,0.9978314745972738,0.9993794601303134
2,mono_merge_annotated,KR,monocyte,50000,0.9963663701290565,0.9984932194876946,0.9942485621405351
3,mono_merge_annotated,KR,dendritic cell,50000,0.9506398537477148,0.9059233449477352,1.0
4,mono_merge_annotated,KW,not annotated,50000,0.9994779885157473,0.9993041057759221,0.9996519317786287
5,mono_merge_annotated,KW,B cell,50000,0.9997022332506202,0.9994046437785274,1.0
6,mono_merge_annotated,KW,monocyte,50000,0.9971687982036513,0.9985335809952097,0.9958077410548893
7,mono_merge_annotated,KW,dendritic cell,50000,0.937365010799136,0.889344262295082,0.9908675799086758
8,mono_merge_annotated,MF,not annotated,50000,0.9995302699566191,0.9995026525198939,0.9995578889195911
9,mono_merge_annotated,MF,B cell,50000,0.9992123503465659,0.9984259405005509,1.0
10,mono_merge_annotated,MF,monocyte,50000,0.99596174282678,0.9988631519113258,0.9930771404351512
11,mono_merge_annotated,MF,dendritic cell,50000,0.942643391521197,0.9043062200956937,0.984375
