,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.663271,0.704622,0.698233,0.6983,0.672451
recall,0.729821,0.589686,0.553812,0.552691,0.5213
precision,0.607843,0.875208,0.944551,0.948077,0.947047
