,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.662938,0.705489,0.697313,0.697378,0.672938
recall,0.730942,0.590807,0.552691,0.55157,0.5213
precision,0.606512,0.875415,0.944444,0.947977,0.94898
