,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.420913,0.541265,0.535117,0.534272,0.529523
recall,0.762134,0.441627,0.384784,0.381723,0.368605
precision,0.290742,0.698962,0.878244,0.889908,0.939799
