,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.697849,0.725564,0.692759,0.68484,0.667577
recall,0.727578,0.649103,0.595291,0.577354,0.548206
precision,0.670455,0.822443,0.828393,0.841503,0.853403
