,hierarchy_1,hierarchy_2,hierarchy_3,hierarchy_4,hierarchy_5
f1,0.588401,0.675165,0.684293,0.670927,0.670391
recall,0.80352,0.70336,0.62528,0.5712,0.5568
precision,0.46414,0.649144,0.755607,0.812842,0.842207
